DN0,R5P0,neg_IMP0,neg_IMP0,AMP0,neg_IMP0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DN1,R5P1,neg_IMP1,neg_IMP1,AMP1,neg_IMP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DN2,R5P2,neg_IMP2,neg_IMP2,AMP2,neg_IMP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DN3,R5P3,neg_IMP3,neg_IMP3,AMP3,neg_IMP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DN4,R5P4,neg_IMP4,neg_IMP4,AMP4,neg_IMP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DN5,R5P5,neg_IMP5,neg_IMP5,AMP5,neg_IMP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,IMP0,neg_AMP0,0,1,neg_AMP0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,IMP1,neg_AMP1,0,0,neg_AMP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,IMP2,neg_AMP2,0,0,neg_AMP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,IMP3,neg_AMP3,0,0,neg_AMP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,IMP4,neg_AMP4,0,0,neg_AMP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
