IMP_m,AMP_m,GMP_m,GDP_m,INO_m,GUO_m,IMP_g,AMP_g,GMP_g,GDP_g,INO_g,GUO_g
IMP_m,AMP_m,GMP_m,GDP_m,INO_m,GUO_m,IMP_g,AMP_g,GMP_g,GDP_g,INO_g,GUO_g
