"","ser1","ser2","ser3","r5p1","r5p2","r5p3","r5p4","r5p5","IMP1","IMP2","IMP3","IMP4","IMP5","GMP1","GMP2","GMP3","GMP4","GMP5","INO1","INO2","INO3","INO4","INO5","GUO1","GUO2","GUO3","GUO4","GUO5","GDP1","GDP2","GDP3","GDP4","GDP5","AMP1","AMP2","AMP3","AMP4","AMP5"
"P5_1",16.7095653581271,6.64596928386314,1.77099046213087,3.58935965306067,5.99447683332991,7.97757065804306,1.01661786363536,5.17147384273619,4.89682721133033,6.0294244700894,7.55330557607307,1.15223950823093,4.78640890446909,1.12396892997929,1.52290647347213,1.89499328505119,0.331100159463456,1.22149143374335,3.59303227950794,5.173274291944,6.78467655074534,0.937136050445278,4.38480768619685,2.9153932281757,4.79687196878985,6.3523097061373,0.831539962129754,4.09804836646248,0.501194202865207,0.648686426337188,0.705481105718904,0.154006193795635,0.460329422418057,3.0986493002611,3.80393652432662,4.87167801872312,0.705635853801574,3.05623620287649
"P5_2",16.391390535534,6.64974139176742,2.21225552578414,3.38686399648771,5.90517363446075,8.08470567220799,0.98174368029427,5.15043155086288,4.73208960915104,5.97353137184291,7.66957903215529,1.1287395562243,4.77156522462994,1.00055492463023,1.36918958399523,1.79556470729141,0.287602479811177,1.11945598120716,3.40650834197138,5.03454928855531,6.82316271222743,0.905934543359615,4.30322526268233,2.74853461423143,4.72898371845682,6.44396571952032,0.800793744710301,4.08935342301636,0.38139708173303,0.481535180920616,0.570781684273049,0.107253510625376,0.344380935134349,3.00447554125401,3.76145317606205,4.91437281273069,0.69065366350566,3.04300103049527
"P5_3",16.9423328988423,6.71162477306181,1.70084718595914,3.58752063872245,6.03892266867729,7.91078600015613,1.03723013918381,5.19763228234078,4.88705756790376,6.06344377080492,7.49180278633644,1.16926249688746,4.81241132419588,1.1202700016751,1.54433605407748,1.86833237860305,0.336972394531069,1.23817707601535,3.60942137811226,5.22788378805245,6.72283074104196,0.955156146782991,4.41300499678265,2.93334906148695,4.86477434767527,6.33278784531797,0.852763432586631,4.14701195937007,0.502907390015772,0.667806003849889,0.689194629590864,0.158390257662002,0.478772109478001,3.08237712648655,3.81065963228964,4.831362937621,0.713153014849163,3.06166868783093
"P5_4",16.9249301689694,6.71262901431371,1.68507044103796,3.57890823648054,6.02526892326511,7.94754940923683,1.03537707748098,5.19710651760894,4.87345895265911,6.04821380740342,7.52326564500044,1.16759582480902,4.81179512319554,1.11289605823947,1.53330837871491,1.87449641603743,0.335683404779071,1.23247742962134,3.59950437093971,5.21532595270214,6.75495405911656,0.953456435821051,4.41218150157417,2.92450180508436,4.85016206506391,6.3567228527494,0.850421743065369,4.14243636325104,0.493519788733044,0.654983796192653,0.688816259779419,0.156750890084931,0.470515023818861,3.0796554022897,3.80797796901487,4.85444065840206,0.713101496334955,3.06600669415919
"P5_5",16.451752662223,6.49205531351796,2.27643200613067,3.5488080043877,5.9686752915371,7.6877346992185,0.884285165877107,5.19820180151658,4.88106222038301,6.04887052468941,7.33298849625107,1.03602060390258,4.81720203085068,1.03552764710969,1.37469769700253,1.61102977439747,0.243401969862423,1.13647599400752,3.5646270663561,5.14252416746481,6.5494592461584,0.842892287448325,4.3835208549848,2.86163249044473,4.74692335471693,6.08503310948432,0.709350625985715,4.11270002912585,0.421738957882766,0.50572161559631,0.443794129585389,0.0741090538170749,0.377785150028415,3.07598126295881,3.78567338830798,4.72233287622528,0.633213524258312,3.05316597197388
"P5_6",17.2774799613796,6.83984569095393,1.16974714857518,3.55826372582724,6.03947908201416,8.16899648190462,1.13751603044592,5.28182675646715,4.76180307787044,5.99724049755682,7.68071063286217,1.25095675367166,4.8885950619832,1.15759603587435,1.6333166532518,2.05567864008801,0.399592645847886,1.33365087393675,3.61650730842583,5.26716390552222,6.91706614115492,1.0311402977455,4.49967636702273,2.96448881911294,4.93876066024618,6.60076253457995,0.947008281955453,4.25642013321004,0.523309215778316,0.733533748594887,0.837533433404886,0.20865201315259,0.553966057399508,3.02106066805852,3.78790639393015,4.95985353171399,0.761831744407106,3.11566508595221
"P5_7",16.7667279691677,6.78184972977284,2.04637376873694,3.53548915152061,6.04710676216136,8.24727623367554,1.04756706128422,5.17660451992367,4.82255473660455,6.07256692419447,7.79693035284427,1.18641144241899,4.78836421488451,1.08416923171689,1.50531823278824,1.95460542898266,0.325369202267775,1.18822104616373,3.50472173159807,5.16774062070369,6.9749336444652,0.959411030234041,4.35364653236508,2.91611231511693,4.92251472501617,6.66888869800646,0.871913785410763,4.16516699708713,0.448806649153035,0.596765282622022,0.707592230986715,0.136825790820812,0.401449985861825,3.06455261180439,3.83979269375021,5.00118013892799,0.724812299975379,3.05688801098308
"P5_8",16.8261968453107,6.61319229605651,1.68268123812672,3.65806338052977,6.05022694684558,7.86266318865862,1.02192505370148,5.19841588253764,4.94376682264354,6.06694783136714,7.4382065597403,1.15202375072199,4.80748744718806,1.15070543695714,1.57021575358167,1.87833907463572,0.340455353000917,1.25725502061698,3.65992660661155,5.23225143617896,6.67351920279029,0.939742124140535,4.41371510713119,2.98587938523545,4.86711563525688,6.28740026203524,0.839166293070781,4.14115807197982,0.538156215871606,0.711291791570882,0.726746428378934,0.167836583854553,0.512050555420419,3.11313478676018,3.80754940248095,4.79543596579919,0.701095043269896,3.05301865805291
"P5_9",16.9420805849088,6.65749623470095,1.65773184892249,3.63091976727765,6.04705378815973,7.85871375044038,1.02673758744478,5.18732372821709,4.92218702584405,6.06605826816928,7.43872928792639,1.1570499212391,4.80043193225903,1.13527831590724,1.56017122896852,1.86378359373029,0.340128716795843,1.24570643133066,3.63845034695168,5.22841199031893,6.66515150230853,0.943745071854128,4.40110056898299,2.96931601325042,4.87159972875981,6.29282789728036,0.843794413308093,4.13890449952714,0.526085417239442,0.700292371191766,0.71154818274769,0.166565132301439,0.501368999637828,3.10602651094051,3.81410088863464,4.80624210551393,0.705277873425594,3.05528696106276
"P5_10",16.5285567705001,6.66983931726253,2.05532510892624,3.41091251089538,5.90823199777041,8.11422550035962,1.00133150384261,5.1208381229578,4.75030022404237,5.96604068123583,7.68669367460016,1.14463288748661,4.74339710362225,1.01937871980865,1.40162876948597,1.8449543161312,0.308018708511243,1.12998188846309,3.4156451944003,5.02946157498251,6.83207237753601,0.916777069670122,4.27690233363462,2.77543020463215,4.7387846905135,6.47915947078749,0.819596403878159,4.06876614467154,0.406659785297794,0.52567423678675,0.634476366158178,0.12945228580644,0.367071591215221,3.02831667973035,3.77451866352463,4.94503713287681,0.701981617255048,3.03967750299193
"P5_11",16.9845406741771,6.78292972523099,1.68689199705191,3.53365621421967,6.02915499311124,7.97771141992928,1.06298910647684,5.19443087154909,4.84228531212284,6.0552333277107,7.55380419491387,1.19458223340232,4.81215370151931,1.10877020179031,1.54253474012639,1.89639977884671,0.344604839022545,1.23541449771956,3.57061287123382,5.21923022304166,6.77796500618481,0.975537016568954,4.40835322700203,2.89303291067884,4.86233496564047,6.39102532558149,0.875789699300759,4.14697281268463,0.488530319938508,0.655457032599007,0.69797887173769,0.161587168412791,0.46716636289293,3.05596499727044,3.80770433598323,4.86617293959108,0.729250358792738,3.06388360567197
"P5_12",16.554886298538,6.71500316315126,2.09486729002049,3.39553847538109,5.93160274936025,8.13990540703949,1.02669071322115,5.13422451563695,4.74181456659876,5.9874991485601,7.7085901561259,1.1690463754906,4.75468006347585,1.02322852756735,1.41735950207168,1.8651781194436,0.315935175955528,1.13977766831121,3.40810249376808,5.04942238144191,6.85082512798187,0.937036046365285,4.28682178899047,2.77173190036818,4.77506446482387,6.52097106525101,0.844907363171621,4.09376236965335,0.407357103659996,0.531399902569125,0.643368786962312,0.133410552131006,0.369687074309044,3.01054191093145,3.77207256951804,4.93900579103313,0.714073522541574,3.03494897361969
"P5_13",16.9853111513817,6.71556534701929,1.61572617452055,3.59153726799963,6.04758475084562,7.89176809074322,1.06040933461841,5.17518783039142,4.89512218882923,6.06650835792283,7.46735900625365,1.18840504841009,4.79138982034424,1.14117762677853,1.58420941926673,1.90708417608772,0.356860369318257,1.25675170200562,3.61302937944969,5.22504757331193,6.68138806117976,0.968074262484121,4.38714832218197,2.9420658472663,4.87952464841013,6.3273028537696,0.874283557253468,4.13278452570618,0.534834059915156,0.722967822950408,0.751355774050317,0.180840339188192,0.512398856394489,3.08667475252878,3.8124860745302,4.81959077333216,0.724344453967578,3.04928045144661
"P5_14",16.8646278918944,6.72925954380967,1.81081183132574,3.54244564018676,6.00881814627194,7.94521071145603,1.03725480345893,5.15085104577386,4.87848681134529,6.05503553971662,7.53551179289529,1.17390286332998,4.77256689738715,1.11334936918419,1.52627472630497,1.88178790848979,0.335458444870196,1.21154752065222,3.55938166627749,5.18004171335947,6.74898524262207,0.954097528786103,4.36008581451077,2.88660510395756,4.82315657772893,6.34826821156551,0.851943693383776,4.0968351852916,0.495663789741404,0.647357740594611,0.69024472037449,0.15513141903045,0.450406675171111,3.08358986676521,3.8155269972761,4.86088878990727,0.718660899211787,3.04758601717814
"P5_15",16.3863626402241,6.64450393964255,2.25210635618207,3.38182497204011,5.90295720019629,8.05338576006021,0.975867984076361,5.13605570586682,4.73910228469229,5.97898144630883,7.64683764162679,1.12433225145886,4.75973605564745,0.999619159518325,1.36566393475473,1.7823579621401,0.284916661184526,1.11234302021563,3.40018466677381,5.02688143755091,6.79410185755014,0.901204510206432,4.28686776470527,2.74200585177028,4.72299170122996,6.4168811210065,0.79543229632598,4.07627486843522,0.383483256021095,0.481307495626127,0.562966504439097,0.105388790535434,0.34085715125489,3.00883199304867,3.76504560505901,4.90257422080948,0.688426620619527,3.03697765500736
"P5_16",16.442981627491,6.68376556044606,2.13005081239821,3.40112042830741,5.92763605351256,8.13327549245409,1.02119422654039,5.14377805850472,4.74691949103124,5.98526570587964,7.70245538570134,1.16396297639903,4.76245409211242,1.03089983598157,1.42011084797908,1.86926108837563,0.313688596764692,1.14698199930673,3.41677691810254,5.04883409122341,6.85135266103713,0.933285549369411,4.29754796359482,2.7688741988209,4.76129414055658,6.50145658454122,0.838659438404334,4.09215112565363,0.412722504421444,0.534099571955434,0.646615149684167,0.131726683848943,0.374995100316157,3.00774903716354,3.76374377297969,4.92595191328933,0.710490389660395,3.03363797439577
