epoch: 01, loss1: 473.15509033, loss2: 257.01776123, loss3: 1099.70874023, loss4: 8.03818607, , loss: 1837.91979980, lr: 0.00800000. 
epoch: 02, loss1: 418.06405640, loss2: 242.67108154, loss3: 967.66326904, loss4: 8.07757187, , loss: 1636.47595215, lr: 0.00800000. 
epoch: 03, loss1: 373.69958496, loss2: 240.06286621, loss3: 830.84558105, loss4: 8.11116028, , loss: 1452.71923828, lr: 0.00800000. 
epoch: 04, loss1: 335.19998169, loss2: 238.73768616, loss3: 709.07586670, loss4: 8.15038681, , loss: 1291.16394043, lr: 0.00800000. 
epoch: 05, loss1: 299.49615479, loss2: 219.26152039, loss3: 612.11437988, loss4: 8.20743847, , loss: 1139.07946777, lr: 0.00800000. 
epoch: 06, loss1: 266.36935425, loss2: 187.59091187, loss3: 532.83666992, loss4: 8.28433895, , loss: 995.08129883, lr: 0.00800000. 
epoch: 07, loss1: 235.51657104, loss2: 164.80224609, loss3: 466.89538574, loss4: 8.38356304, , loss: 875.59777832, lr: 0.00800000. 
epoch: 08, loss1: 208.47113037, loss2: 152.43798828, loss3: 410.22314453, loss4: 8.50020218, , loss: 779.63244629, lr: 0.00800000. 
epoch: 09, loss1: 185.07284546, loss2: 150.51672363, loss3: 361.65737915, loss4: 8.62835503, , loss: 705.87530518, lr: 0.00800000. 
epoch: 10, loss1: 164.09216309, loss2: 145.39045715, loss3: 321.60095215, loss4: 8.76174736, , loss: 639.84527588, lr: 0.00800000. 
epoch: 11, loss1: 144.54762268, loss2: 137.36096191, loss3: 289.90496826, loss4: 8.88885498, , loss: 580.70239258, lr: 0.00800000. 
epoch: 12, loss1: 126.10619354, loss2: 126.90028381, loss3: 265.66217041, loss4: 9.00234985, , loss: 527.67102051, lr: 0.00800000. 
epoch: 13, loss1: 108.59909821, loss2: 113.30703735, loss3: 248.57357788, loss4: 9.10902882, , loss: 479.58874512, lr: 0.00800000. 
epoch: 14, loss1: 92.81264496, loss2: 97.56399536, loss3: 235.32608032, loss4: 9.20128059, , loss: 434.90402222, lr: 0.00800000. 
epoch: 15, loss1: 78.82421112, loss2: 85.40139008, loss3: 224.74885559, loss4: 9.28098869, , loss: 398.25543213, lr: 0.00800000. 
epoch: 16, loss1: 66.45188141, loss2: 85.28614807, loss3: 215.63233948, loss4: 9.34409237, , loss: 376.71444702, lr: 0.00800000. 
epoch: 17, loss1: 55.69585419, loss2: 83.44474030, loss3: 207.69694519, loss4: 9.39294052, , loss: 356.23046875, lr: 0.00800000. 
epoch: 18, loss1: 46.45632172, loss2: 79.96585083, loss3: 200.73861694, loss4: 9.42867374, , loss: 336.58947754, lr: 0.00800000. 
epoch: 19, loss1: 38.59815598, loss2: 74.93791962, loss3: 194.62362671, loss4: 9.45356083, , loss: 317.61325073, lr: 0.00800000. 
epoch: 20, loss1: 31.99251556, loss2: 68.46340942, loss3: 189.25511169, loss4: 9.47713470, , loss: 299.18817139, lr: 0.00800000. 
epoch: 21, loss1: 26.52962303, loss2: 60.64479828, loss3: 184.54692078, loss4: 9.50276566, , loss: 281.22412109, lr: 0.00800000. 
epoch: 22, loss1: 22.12166595, loss2: 51.58280945, loss3: 180.41630554, loss4: 9.53264236, , loss: 263.65344238, lr: 0.00800000. 
epoch: 23, loss1: 18.70150757, loss2: 41.37500763, loss3: 176.78689575, loss4: 9.56532860, , loss: 246.42872620, lr: 0.00800000. 
epoch: 24, loss1: 16.21631813, loss2: 30.11476898, loss3: 173.59674072, loss4: 9.60195160, , loss: 229.52978516, lr: 0.00800000. 
epoch: 25, loss1: 14.60576439, loss2: 17.89092827, loss3: 170.81079102, loss4: 9.64279747, , loss: 212.95027161, lr: 0.00800000. 
epoch: 26, loss1: 13.73975945, loss2: 4.78750563, loss3: 168.43713379, loss4: 9.68779182, , loss: 196.65219116, lr: 0.00800000. 
epoch: 27, loss1: 13.31576920, loss2: 0.00000000, loss3: 166.52203369, loss4: 9.73772430, , loss: 189.57553101, lr: 0.00800000. 
epoch: 28, loss1: 12.82874870, loss2: 0.00000000, loss3: 165.05317688, loss4: 9.78934669, , loss: 187.67127991, lr: 0.00800000. 
epoch: 29, loss1: 12.12886429, loss2: 0.00000000, loss3: 163.93167114, loss4: 9.84122562, , loss: 185.90176392, lr: 0.00800000. 
epoch: 30, loss1: 11.24997711, loss2: 0.00000000, loss3: 163.02554321, loss4: 9.89155674, , loss: 184.16706848, lr: 0.00800000. 
epoch: 31, loss1: 10.29405117, loss2: 0.00000000, loss3: 162.20587158, loss4: 9.93901539, , loss: 182.43893433, lr: 0.00800000. 
