epoch: 01, loss1: 0.00027472, loss2: 0.09025909, loss3: 749.65173340, loss4: 0.00230168, , loss5: 0.00000039, loss: 749.74456787, lr: 0.00800000. 
epoch: 02, loss1: 0.00131115, loss2: 0.02821372, loss3: 748.25109863, loss4: 0.00939404, , loss5: 0.00000370, loss: 748.29003906, lr: 0.00800000. 
epoch: 03, loss1: 0.00394257, loss2: 0.00022511, loss3: 746.54772949, loss4: 0.02653313, , loss5: 0.00001270, loss: 746.57843018, lr: 0.00800000. 
epoch: 04, loss1: 0.00959935, loss2: 0.00000419, loss3: 744.38110352, loss4: 0.06230054, , loss5: 0.00003254, loss: 744.45306396, lr: 0.00800000. 
epoch: 05, loss1: 0.02081699, loss2: 0.00000026, loss3: 741.59783936, loss4: 0.13166717, , loss5: 0.00007247, loss: 741.75036621, lr: 0.00800000. 
epoch: 06, loss1: 0.04175468, loss2: 0.00000000, loss3: 738.04962158, loss4: 0.25888327, , loss5: 0.00014787, loss: 738.35040283, lr: 0.00800000. 
epoch: 07, loss1: 0.07893178, loss2: 0.00000000, loss3: 733.58361816, loss4: 0.48163664, , loss5: 0.00028309, loss: 734.14447021, lr: 0.00800000. 
epoch: 08, loss1: 0.14224464, loss2: 0.00000000, loss3: 728.03662109, loss4: 0.85683572, , loss5: 0.00051544, loss: 729.03619385, lr: 0.00800000. 
epoch: 09, loss1: 0.24636059, loss2: 0.00000000, loss3: 721.23120117, loss4: 1.46859479, , loss5: 0.00090050, loss: 722.94702148, lr: 0.00800000. 
epoch: 10, loss1: 0.41256458, loss2: 0.00000000, loss3: 712.97521973, loss4: 2.43888831, , loss5: 0.00151933, loss: 715.82818604, lr: 0.00800000. 
epoch: 11, loss1: 0.67106521, loss2: 0.00000000, loss3: 703.06536865, loss4: 3.94095564, , loss5: 0.00248751, loss: 707.67993164, lr: 0.00800000. 
epoch: 12, loss1: 1.06384134, loss2: 0.00000000, loss3: 691.29260254, loss4: 6.21602964, , loss5: 0.00396649, loss: 698.57641602, lr: 0.00800000. 
epoch: 13, loss1: 1.64808619, loss2: 0.00000000, loss3: 677.44714355, loss4: 9.59389114, , loss5: 0.00617725, loss: 688.69525146, lr: 0.00800000. 
epoch: 14, loss1: 2.49985933, loss2: 0.00000000, loss3: 661.33154297, loss4: 14.51527691, , loss5: 0.00941501, loss: 678.35607910, lr: 0.00800000. 
epoch: 15, loss1: 3.71653199, loss2: 0.00000000, loss3: 642.78869629, loss4: 21.54857635, , loss5: 0.01405930, loss: 668.06787109, lr: 0.00800000. 
epoch: 16, loss1: 5.41365004, loss2: 0.00000000, loss3: 621.76257324, loss4: 31.37677193, , loss5: 0.02056266, loss: 658.57354736, lr: 0.00800000. 
epoch: 17, loss1: 7.70272636, loss2: 0.00000000, loss3: 598.43927002, loss4: 44.67980576, , loss5: 0.02936568, loss: 650.85113525, lr: 0.00800000. 
epoch: 18, loss1: 10.61118317, loss2: 0.00000000, loss3: 573.57983398, loss4: 61.69532776, , loss5: 0.04058951, loss: 645.92694092, lr: 0.00800000. 
epoch: 19, loss1: 13.86780643, loss2: 0.00000000, loss3: 549.18548584, loss4: 81.02197266, , loss5: 0.05321158, loss: 644.12847900, lr: 0.00800000. 
epoch: 20, loss1: 16.67956924, loss2: 0.00000000, loss3: 528.68444824, loss4: 98.32561493, , loss5: 0.06418312, loss: 643.75384521, lr: 0.00800000. 
epoch: 21, loss1: 18.23214340, loss2: 0.00000000, loss3: 514.40283203, loss4: 109.05548096, , loss5: 0.07029391, loss: 641.76074219, lr: 0.00800000. 
epoch: 22, loss1: 18.36372375, loss2: 0.00000000, loss3: 505.92852783, loss4: 112.27026367, , loss5: 0.07081620, loss: 636.63330078, lr: 0.00800000. 
epoch: 23, loss1: 17.40560722, loss2: 0.00000000, loss3: 501.58068848, loss4: 109.81067657, , loss5: 0.06698516, loss: 628.86389160, lr: 0.00800000. 
epoch: 24, loss1: 15.81432152, loss2: 0.00000000, loss3: 499.66409302, loss4: 104.21566772, , loss5: 0.06057252, loss: 619.75463867, lr: 0.00800000. 
epoch: 25, loss1: 13.98627853, loss2: 0.00000000, loss3: 498.86334229, loss4: 97.59379578, , loss5: 0.05315072, loss: 610.49658203, lr: 0.00800000. 
epoch: 26, loss1: 12.19873333, loss2: 0.00000000, loss3: 498.30224609, loss4: 91.21084595, , loss5: 0.04585420, loss: 601.75762939, lr: 0.00800000. 
epoch: 27, loss1: 10.61124992, loss2: 0.00000000, loss3: 497.41424561, loss4: 85.58606720, , loss5: 0.03935811, loss: 593.65093994, lr: 0.00800000. 
epoch: 28, loss1: 9.29220009, loss2: 0.00000000, loss3: 495.80117798, loss4: 80.81394196, , loss5: 0.03394130, loss: 585.94128418, lr: 0.00800000. 
