epoch: 01, loss1: 0.00147777, loss2: 0.30780801, loss3: 213.20353699, loss4: 0.00024117, , loss5: 0.00000041, loss: 213.51306152, lr: 0.00800000. 
epoch: 18, loss1: 4.22842360, loss2: 0.00000000, loss3: 56.63493347, loss4: 1.13981402, , loss5: 0.00261505, loss: 62.00578690, lr: 0.00800000. 
epoch: 19, loss1: 5.14344788, loss2: 0.00000000, loss3: 45.44640350, loss4: 1.68403506, , loss5: 0.00392358, loss: 52.27781296, lr: 0.00800000. 
epoch: 20, loss1: 5.87733650, loss2: 0.00000000, loss3: 38.32984161, loss4: 2.45111704, , loss5: 0.00579717, loss: 46.66409302, lr: 0.00800000. 
epoch: 21, loss1: 6.05299664, loss2: 0.00000000, loss3: 35.96237946, loss4: 3.51807451, , loss5: 0.00844369, loss: 45.54189301, lr: 0.00800000. 
epoch: 22, loss1: 5.38058090, loss2: 0.00000000, loss3: 37.59592056, loss4: 4.94070339, , loss5: 0.01203930, loss: 47.92924500, lr: 0.00800000. 
epoch: 23, loss1: 4.20586395, loss2: 0.00000000, loss3: 40.95263290, loss4: 6.61919689, , loss5: 0.01643710, loss: 51.79413223, lr: 0.00800000. 
epoch: 24, loss1: 3.29372406, loss2: 0.00000000, loss3: 43.27477264, loss4: 8.21646881, , loss5: 0.02095128, loss: 54.80591583, lr: 0.00800000. 
epoch: 25, loss1: 3.01037359, loss2: 0.00000000, loss3: 42.80377960, loss4: 9.39410782, , loss5: 0.02475084, loss: 55.23300934, lr: 0.00800000. 
epoch: 26, loss1: 3.21381712, loss2: 0.00000000, loss3: 39.54419708, loss4: 10.02276802, , loss5: 0.02723526, loss: 52.80802155, lr: 0.00800000. 
epoch: 27, loss1: 3.58336687, loss2: 0.00000000, loss3: 34.65869522, loss4: 10.11345196, , loss5: 0.02801762, loss: 48.38353348, lr: 0.00800000. 
epoch: 28, loss1: 3.84472275, loss2: 0.00000000, loss3: 29.51476288, loss4: 9.75071526, , loss5: 0.02710041, loss: 43.13729858, lr: 0.00800000. 
epoch: 29, loss1: 3.85367870, loss2: 0.00000000, loss3: 25.15148926, loss4: 9.06040478, , loss5: 0.02487320, loss: 38.09044647, lr: 0.00800000. 
epoch: 30, loss1: 3.59572005, loss2: 0.00000000, loss3: 22.11841583, loss4: 8.17090607, , loss5: 0.02186185, loss: 33.90690231, lr: 0.00800000. 
epoch: 31, loss1: 3.14856911, loss2: 0.00000000, loss3: 20.50799942, loss4: 7.19723177, , loss5: 0.01855114, loss: 30.87235069, lr: 0.00800000. 
epoch: 32, loss1: 2.62766409, loss2: 0.00000000, loss3: 20.08847618, loss4: 6.23254490, , loss5: 0.01530755, loss: 28.96399307, lr: 0.00800000. 
epoch: 33, loss1: 2.14148116, loss2: 0.00000000, loss3: 20.46373177, loss4: 5.34031010, , loss5: 0.01236317, loss: 27.95788574, lr: 0.00800000. 
epoch: 34, loss1: 1.76839101, loss2: 0.00000000, loss3: 21.20967674, loss4: 4.55409145, , loss5: 0.00983346, loss: 27.54199219, lr: 0.00800000. 
epoch: 35, loss1: 1.55100560, loss2: 0.00000000, loss3: 21.96510887, loss4: 3.88424540, , loss5: 0.00774882, loss: 27.40810966, lr: 0.00800000. 
epoch: 36, loss1: 1.49991930, loss2: 0.00000000, loss3: 22.47576332, loss4: 3.32687640, , loss5: 0.00608748, loss: 27.30864716, lr: 0.00800000. 
epoch: 37, loss1: 1.59933293, loss2: 0.00000000, loss3: 22.60209274, loss4: 2.87146997, , loss5: 0.00480272, loss: 27.07769775, lr: 0.00800000. 
epoch: 38, loss1: 1.80943322, loss2: 0.00000000, loss3: 22.30404663, loss4: 2.50563526, , loss5: 0.00384177, loss: 26.62295532, lr: 0.00800000. 
epoch: 39, loss1: 2.06685638, loss2: 0.00000000, loss3: 21.61405945, loss4: 2.21707511, , loss5: 0.00315608, loss: 25.90114784, lr: 0.00800000. 
epoch: 40, loss1: 2.29458857, loss2: 0.00000000, loss3: 20.61009979, loss4: 1.99411011, , loss5: 0.00270315, loss: 24.90150070, lr: 0.00800000. 
epoch: 41, loss1: 2.42869282, loss2: 0.00000000, loss3: 19.39964676, loss4: 1.82626665, , loss5: 0.00244473, loss: 23.65705109, lr: 0.00800000. 
epoch: 42, loss1: 2.44267464, loss2: 0.00000000, loss3: 18.11155701, loss4: 1.70512199, , loss5: 0.00234776, loss: 22.26170158, lr: 0.00800000. 
epoch: 43, loss1: 2.35021257, loss2: 0.00000000, loss3: 16.88349533, loss4: 1.62440670, , loss5: 0.00238611, loss: 20.86050034, lr: 0.00800000. 
epoch: 44, loss1: 2.19207525, loss2: 0.00000000, loss3: 15.84195137, loss4: 1.57918930, , loss5: 0.00253937, loss: 19.61575508, lr: 0.00800000. 
epoch: 45, loss1: 2.01953721, loss2: 0.00000000, loss3: 15.07995510, loss4: 1.56469131, , loss5: 0.00278893, loss: 18.66697311, lr: 0.00800000. 
epoch: 46, loss1: 1.88012898, loss2: 0.00000000, loss3: 14.63856316, loss4: 1.57519698, , loss5: 0.00311339, loss: 18.09700203, lr: 0.00800000. 
epoch: 47, loss1: 1.80673993, loss2: 0.00000000, loss3: 14.49743748, loss4: 1.60328043, , loss5: 0.00348505, loss: 17.91094398, lr: 0.00800000. 
epoch: 48, loss1: 1.81022882, loss2: 0.00000000, loss3: 14.57893562, loss4: 1.63955104, , loss5: 0.00386871, loss: 18.03258324, lr: 0.00800000. 
epoch: 49, loss1: 1.87710369, loss2: 0.00000000, loss3: 14.76762581, loss4: 1.67317355, , loss5: 0.00422403, loss: 18.32212830, lr: 0.00800000. 
epoch: 50, loss1: 1.97470307, loss2: 0.00000000, loss3: 14.94216347, loss4: 1.69339049, , loss5: 0.00451142, loss: 18.61476707, lr: 0.00800000. 
epoch: 51, loss1: 2.06377959, loss2: 0.00000000, loss3: 15.01012230, loss4: 1.69178033, , loss5: 0.00469988, loss: 18.77038193, lr: 0.00800000. 
epoch: 52, loss1: 2.11318374, loss2: 0.00000000, loss3: 14.93237972, loss4: 1.66428125, , loss5: 0.00477340, loss: 18.71461868, lr: 0.00800000. 
epoch: 53, loss1: 2.10913706, loss2: 0.00000000, loss3: 14.72687340, loss4: 1.61185431, , loss5: 0.00473331, loss: 18.45259857, lr: 0.00800000. 
epoch: 54, loss1: 2.05565858, loss2: 0.00000000, loss3: 14.45200348, loss4: 1.53950906, , loss5: 0.00459589, loss: 18.05176735, lr: 0.00800000. 
epoch: 55, loss1: 1.96843433, loss2: 0.00000000, loss3: 14.17958355, loss4: 1.45438266, , loss5: 0.00438688, loss: 17.60678673, lr: 0.00800000. 
epoch: 56, loss1: 1.86679924, loss2: 0.00000000, loss3: 13.96963120, loss4: 1.36380613, , loss5: 0.00413530, loss: 17.20437241, lr: 0.00800000. 
epoch: 57, loss1: 1.76738214, loss2: 0.00000000, loss3: 13.85504246, loss4: 1.27397156, , loss5: 0.00386839, loss: 16.90026474, lr: 0.00800000. 
epoch: 58, loss1: 1.68089461, loss2: 0.00000000, loss3: 13.83807182, loss4: 1.18934584, , loss5: 0.00360849, loss: 16.71192169, lr: 0.00800000. 
epoch: 59, loss1: 1.61180210, loss2: 0.00000000, loss3: 13.89619064, loss4: 1.11267889, , loss5: 0.00337177, loss: 16.62404442, lr: 0.00800000. 
epoch: 60, loss1: 1.55981958, loss2: 0.00000000, loss3: 13.99295712, loss4: 1.04533732, , loss5: 0.00316849, loss: 16.60128212, lr: 0.00800000. 
epoch: 61, loss1: 1.52202678, loss2: 0.00000000, loss3: 14.08970165, loss4: 0.98772180, , loss5: 0.00300394, loss: 16.60245514, lr: 0.00800000. 
epoch: 62, loss1: 1.49471998, loss2: 0.00000000, loss3: 14.15497875, loss4: 0.93961728, , loss5: 0.00287975, loss: 16.59219551, lr: 0.00800000. 
epoch: 63, loss1: 1.47460461, loss2: 0.00000000, loss3: 14.17031002, loss4: 0.90043229, , loss5: 0.00279497, loss: 16.54814148, lr: 0.00800000. 
epoch: 64, loss1: 1.45933414, loss2: 0.00000000, loss3: 14.13196659, loss4: 0.86934263, , loss5: 0.00274688, loss: 16.46339035, lr: 0.00800000. 
epoch: 65, loss1: 1.44758248, loss2: 0.00000000, loss3: 14.04929447, loss4: 0.84536666, , loss5: 0.00273151, loss: 16.34497452, lr: 0.00800000. 
epoch: 66, loss1: 1.43883562, loss2: 0.00000000, loss3: 13.94050598, loss4: 0.82740533, , loss5: 0.00274384, loss: 16.20949173, lr: 0.00800000. 
epoch: 67, loss1: 1.43305612, loss2: 0.00000000, loss3: 13.82708454, loss4: 0.81427068, , loss5: 0.00277783, loss: 16.07718849, lr: 0.00800000. 
epoch: 68, loss1: 1.43031728, loss2: 0.00000000, loss3: 13.72803307, loss4: 0.80471891, , loss5: 0.00282659, loss: 15.96589565, lr: 0.00800000. 
epoch: 69, loss1: 1.43049538, loss2: 0.00000000, loss3: 13.65526962, loss4: 0.79749751, , loss5: 0.00288247, loss: 15.88614464, lr: 0.00800000. 
epoch: 70, loss1: 1.43308091, loss2: 0.00000000, loss3: 13.61122513, loss4: 0.79141486, , loss5: 0.00293761, loss: 15.83865833, lr: 0.00800000. 
epoch: 71, loss1: 1.43716872, loss2: 0.00000000, loss3: 13.58928680, loss4: 0.78542376, , loss5: 0.00298457, loss: 15.81486511, lr: 0.00800000. 
epoch: 72, loss1: 1.44160664, loss2: 0.00000000, loss3: 13.57685661, loss4: 0.77870870, , loss5: 0.00301721, loss: 15.80018902, lr: 0.00800000. 
epoch: 73, loss1: 1.44524407, loss2: 0.00000000, loss3: 13.56004810, loss4: 0.77075040, , loss5: 0.00303148, loss: 15.77907372, lr: 0.00800000. 
epoch: 74, loss1: 1.44715023, loss2: 0.00000000, loss3: 13.52831841, loss4: 0.76135349, , loss5: 0.00302590, loss: 15.73984814, lr: 0.00800000. 
epoch: 75, loss1: 1.44672143, loss2: 0.00000000, loss3: 13.47756195, loss4: 0.75062668, , loss5: 0.00300167, loss: 15.67791080, lr: 0.00800000. 
epoch: 76, loss1: 1.44366133, loss2: 0.00000000, loss3: 13.41068745, loss4: 0.73892236, , loss5: 0.00296227, loss: 15.59623337, lr: 0.00800000. 
epoch: 77, loss1: 1.43789017, loss2: 0.00000000, loss3: 13.33580399, loss4: 0.72675455, , loss5: 0.00291273, loss: 15.50336075, lr: 0.00800000. 
epoch: 78, loss1: 1.42946196, loss2: 0.00000000, loss3: 13.26298904, loss4: 0.71471375, , loss5: 0.00285882, loss: 15.41002464, lr: 0.00800000. 
epoch: 79, loss1: 1.41853988, loss2: 0.00000000, loss3: 13.20090485, loss4: 0.70339221, , loss5: 0.00280622, loss: 15.32564354, lr: 0.00800000. 
epoch: 80, loss1: 1.40541959, loss2: 0.00000000, loss3: 13.15440750, loss4: 0.69332254, , loss5: 0.00275991, loss: 15.25590897, lr: 0.00800000. 
epoch: 81, loss1: 1.39054692, loss2: 0.00000000, loss3: 13.12370872, loss4: 0.68492985, , loss5: 0.00272375, loss: 15.20190907, lr: 0.00800000. 
epoch: 82, loss1: 1.37448919, loss2: 0.00000000, loss3: 13.10503864, loss4: 0.67849320, , loss5: 0.00270030, loss: 15.16072083, lr: 0.00800000. 
epoch: 83, loss1: 1.35785806, loss2: 0.00000000, loss3: 13.09230423, loss4: 0.67412037, , loss5: 0.00269077, loss: 15.12697220, lr: 0.00800000. 
epoch: 84, loss1: 1.34119070, loss2: 0.00000000, loss3: 13.07908344, loss4: 0.67173845, , loss5: 0.00269511, loss: 15.09470749, lr: 0.00800000. 
epoch: 85, loss1: 1.32485795, loss2: 0.00000000, loss3: 13.06033134, loss4: 0.67110622, , loss5: 0.00271211, loss: 15.05900764, lr: 0.00800000. 
epoch: 86, loss1: 1.30901229, loss2: 0.00000000, loss3: 13.03341007, loss4: 0.67184663, , loss5: 0.00273958, loss: 15.01700878, lr: 0.00800000. 
epoch: 87, loss1: 1.29360437, loss2: 0.00000000, loss3: 12.99829292, loss4: 0.67349553, , loss5: 0.00277453, loss: 14.96816635, lr: 0.00800000. 
epoch: 88, loss1: 1.27844691, loss2: 0.00000000, loss3: 12.95706177, loss4: 0.67555797, , loss5: 0.00281344, loss: 14.91388035, lr: 0.00800000. 
epoch: 89, loss1: 1.26331651, loss2: 0.00000000, loss3: 12.91294098, loss4: 0.67756176, , loss5: 0.00285253, loss: 14.85667133, lr: 0.00800000. 
epoch: 90, loss1: 1.24805224, loss2: 0.00000000, loss3: 12.86919403, loss4: 0.67910421, , loss5: 0.00288809, loss: 14.79923820, lr: 0.00800000. 
epoch: 91, loss1: 1.23263705, loss2: 0.00000000, loss3: 12.82821751, loss4: 0.67988342, , loss5: 0.00291683, loss: 14.74365520, lr: 0.00800000. 
epoch: 92, loss1: 1.21722186, loss2: 0.00000000, loss3: 12.79104614, loss4: 0.67971599, , loss5: 0.00293620, loss: 14.69092083, lr: 0.00800000. 
epoch: 93, loss1: 1.20210063, loss2: 0.00000000, loss3: 12.75732040, loss4: 0.67853981, , loss5: 0.00294465, loss: 14.64090633, lr: 0.00800000. 
epoch: 94, loss1: 1.18762159, loss2: 0.00000000, loss3: 12.72570133, loss4: 0.67640483, , loss5: 0.00294177, loss: 14.59266949, lr: 0.00800000. 
epoch: 95, loss1: 1.17407501, loss2: 0.00000000, loss3: 12.69447899, loss4: 0.67345631, , loss5: 0.00292828, loss: 14.54493904, lr: 0.00800000. 
epoch: 96, loss1: 1.16158569, loss2: 0.00000000, loss3: 12.66220760, loss4: 0.66991121, , loss5: 0.00290589, loss: 14.49661064, lr: 0.00800000. 
epoch: 97, loss1: 1.15005362, loss2: 0.00000000, loss3: 12.62810707, loss4: 0.66603547, , loss5: 0.00287705, loss: 14.44707394, lr: 0.00800000. 
epoch: 98, loss1: 1.13915610, loss2: 0.00000000, loss3: 12.59218407, loss4: 0.66212010, , loss5: 0.00284461, loss: 14.39630508, lr: 0.00800000. 
epoch: 99, loss1: 1.12842906, loss2: 0.00000000, loss3: 12.55503750, loss4: 0.65845597, , loss5: 0.00281154, loss: 14.34473419, lr: 0.00800000. 
epoch: 100, loss1: 1.11737919, loss2: 0.00000000, loss3: 12.51751137, loss4: 0.65531272, , loss5: 0.00278056, loss: 14.29298401, lr: 0.00800000. 
epoch: 101, loss1: 1.10561371, loss2: 0.00000000, loss3: 12.48031235, loss4: 0.65291435, , loss5: 0.00275397, loss: 14.24159431, lr: 0.00800000. 
epoch: 102, loss1: 1.09292948, loss2: 0.00000000, loss3: 12.44373894, loss4: 0.65141970, , loss5: 0.00273344, loss: 14.19082165, lr: 0.00800000. 
epoch: 103, loss1: 1.07935619, loss2: 0.00000000, loss3: 12.40760803, loss4: 0.65090525, , loss5: 0.00271994, loss: 14.14058971, lr: 0.00800000. 
epoch: 104, loss1: 1.06513298, loss2: 0.00000000, loss3: 12.37135601, loss4: 0.65135622, , loss5: 0.00271376, loss: 14.09055901, lr: 0.00800000. 
epoch: 105, loss1: 1.05064058, loss2: 0.00000000, loss3: 12.33426666, loss4: 0.65266502, , loss5: 0.00271451, loss: 14.04028606, lr: 0.00800000. 
epoch: 106, loss1: 1.03631115, loss2: 0.00000000, loss3: 12.29572296, loss4: 0.65464067, , loss5: 0.00272124, loss: 13.98939610, lr: 0.00800000. 
epoch: 107, loss1: 1.02254093, loss2: 0.00000000, loss3: 12.25540733, loss4: 0.65702558, , loss5: 0.00273256, loss: 13.93770599, lr: 0.00800000. 
epoch: 108, loss1: 1.00962579, loss2: 0.00000000, loss3: 12.21337509, loss4: 0.65952194, , loss5: 0.00274681, loss: 13.88526917, lr: 0.00800000. 
epoch: 109, loss1: 0.99773318, loss2: 0.00000000, loss3: 12.17001629, loss4: 0.66182160, , loss5: 0.00276222, loss: 13.83233261, lr: 0.00800000. 
epoch: 110, loss1: 0.98690844, loss2: 0.00000000, loss3: 12.12591743, loss4: 0.66363871, , loss5: 0.00277706, loss: 13.77924156, lr: 0.00800000. 
epoch: 111, loss1: 0.97710091, loss2: 0.00000000, loss3: 12.08168411, loss4: 0.66473931, , loss5: 0.00278983, loss: 13.72631454, lr: 0.00800000. 
epoch: 112, loss1: 0.96820229, loss2: 0.00000000, loss3: 12.03777122, loss4: 0.66496623, , loss5: 0.00279935, loss: 13.67373943, lr: 0.00800000. 
epoch: 113, loss1: 0.96008021, loss2: 0.00000000, loss3: 11.99439621, loss4: 0.66425276, , loss5: 0.00280487, loss: 13.62153339, lr: 0.00800000. 
epoch: 114, loss1: 0.95260119, loss2: 0.00000000, loss3: 11.95152664, loss4: 0.66262341, , loss5: 0.00280609, loss: 13.56955719, lr: 0.00800000. 
epoch: 115, loss1: 0.94564074, loss2: 0.00000000, loss3: 11.90893650, loss4: 0.66017783, , loss5: 0.00280314, loss: 13.51755810, lr: 0.00800000. 
epoch: 116, loss1: 0.93907839, loss2: 0.00000000, loss3: 11.86633682, loss4: 0.65706569, , loss5: 0.00279654, loss: 13.46527672, lr: 0.00800000. 
epoch: 117, loss1: 0.93278879, loss2: 0.00000000, loss3: 11.82349777, loss4: 0.65346205, , loss5: 0.00278706, loss: 13.41253567, lr: 0.00800000. 
epoch: 118, loss1: 0.92661804, loss2: 0.00000000, loss3: 11.78033352, loss4: 0.64955664, , loss5: 0.00277563, loss: 13.35928345, lr: 0.00800000. 
epoch: 119, loss1: 0.92037171, loss2: 0.00000000, loss3: 11.73691940, loss4: 0.64555389, , loss5: 0.00276322, loss: 13.30560780, lr: 0.00800000. 
epoch: 120, loss1: 0.91380972, loss2: 0.00000000, loss3: 11.69343567, loss4: 0.64167070, , loss5: 0.00275071, loss: 13.25166702, lr: 0.00800000. 
epoch: 121, loss1: 0.90667921, loss2: 0.00000000, loss3: 11.65005493, loss4: 0.63811654, , loss5: 0.00273883, loss: 13.19758987, lr: 0.00800000. 
epoch: 122, loss1: 0.89877331, loss2: 0.00000000, loss3: 11.60686111, loss4: 0.63506603, , loss5: 0.00272812, loss: 13.14342880, lr: 0.00800000. 
epoch: 123, loss1: 0.89000219, loss2: 0.00000000, loss3: 11.56380463, loss4: 0.63263381, , loss5: 0.00271886, loss: 13.08915997, lr: 0.00800000. 
epoch: 124, loss1: 0.88044614, loss2: 0.00000000, loss3: 11.52073479, loss4: 0.63085639, , loss5: 0.00271115, loss: 13.03474903, lr: 0.00800000. 
epoch: 125, loss1: 0.87035227, loss2: 0.00000000, loss3: 11.47743607, loss4: 0.62967765, , loss5: 0.00270488, loss: 12.98017025, lr: 0.00800000. 
epoch: 126, loss1: 0.86008340, loss2: 0.00000000, loss3: 11.43370056, loss4: 0.62894714, , loss5: 0.00269979, loss: 12.92543125, lr: 0.00800000. 
epoch: 127, loss1: 0.85002750, loss2: 0.00000000, loss3: 11.38937378, loss4: 0.62844163, , loss5: 0.00269551, loss: 12.87053776, lr: 0.00800000. 
epoch: 128, loss1: 0.84050918, loss2: 0.00000000, loss3: 11.34439087, loss4: 0.62791705, , loss5: 0.00269164, loss: 12.81550884, lr: 0.00800000. 
epoch: 129, loss1: 0.83173305, loss2: 0.00000000, loss3: 11.29878139, loss4: 0.62717557, , loss5: 0.00268775, loss: 12.76037693, lr: 0.00800000. 
epoch: 130, loss1: 0.82377088, loss2: 0.00000000, loss3: 11.25265598, loss4: 0.62610680, , loss5: 0.00268347, loss: 12.70521736, lr: 0.00800000. 
epoch: 131, loss1: 0.81657892, loss2: 0.00000000, loss3: 11.20615482, loss4: 0.62469125, , loss5: 0.00267850, loss: 12.65010357, lr: 0.00800000. 
epoch: 132, loss1: 0.81003541, loss2: 0.00000000, loss3: 11.15941429, loss4: 0.62296975, , loss5: 0.00267266, loss: 12.59509182, lr: 0.00800000. 
epoch: 133, loss1: 0.80398512, loss2: 0.00000000, loss3: 11.11252975, loss4: 0.62100995, , loss5: 0.00266587, loss: 12.54019070, lr: 0.00800000. 
epoch: 134, loss1: 0.79828519, loss2: 0.00000000, loss3: 11.06555176, loss4: 0.61888236, , loss5: 0.00265815, loss: 12.48537731, lr: 0.00800000. 
epoch: 135, loss1: 0.79283506, loss2: 0.00000000, loss3: 11.01848793, loss4: 0.61665219, , loss5: 0.00264962, loss: 12.43062496, lr: 0.00800000. 
epoch: 136, loss1: 0.78759086, loss2: 0.00000000, loss3: 10.97133446, loss4: 0.61437035, , loss5: 0.00264044, loss: 12.37593651, lr: 0.00800000. 
epoch: 137, loss1: 0.78255635, loss2: 0.00000000, loss3: 10.92409039, loss4: 0.61206865, , loss5: 0.00263082, loss: 12.32134724, lr: 0.00800000. 
epoch: 138, loss1: 0.77776235, loss2: 0.00000000, loss3: 10.87676239, loss4: 0.60975897, , loss5: 0.00262097, loss: 12.26690483, lr: 0.00800000. 
epoch: 139, loss1: 0.77324206, loss2: 0.00000000, loss3: 10.82937431, loss4: 0.60744733, , loss5: 0.00261105, loss: 12.21267509, lr: 0.00800000. 
epoch: 140, loss1: 0.76901042, loss2: 0.00000000, loss3: 10.78195858, loss4: 0.60516095, , loss5: 0.00260119, loss: 12.15873146, lr: 0.00800000. 
epoch: 141, loss1: 0.76505178, loss2: 0.00000000, loss3: 10.73454380, loss4: 0.60297149, , loss5: 0.00259148, loss: 12.10515785, lr: 0.00800000. 
epoch: 142, loss1: 0.76132065, loss2: 0.00000000, loss3: 10.68713760, loss4: 0.60099286, , loss5: 0.00258191, loss: 12.05203342, lr: 0.00800000. 
epoch: 143, loss1: 0.75775677, loss2: 0.00000000, loss3: 10.63972950, loss4: 0.59935492, , loss5: 0.00257248, loss: 11.99941349, lr: 0.00800000. 
epoch: 144, loss1: 0.75431746, loss2: 0.00000000, loss3: 10.59229279, loss4: 0.59816170, , loss5: 0.00256312, loss: 11.94733524, lr: 0.00800000. 
epoch: 145, loss1: 0.75100780, loss2: 0.00000000, loss3: 10.54480362, loss4: 0.59745443, , loss5: 0.00255374, loss: 11.89581966, lr: 0.00800000. 
epoch: 146, loss1: 0.74789321, loss2: 0.00000000, loss3: 10.49726772, loss4: 0.59719515, , loss5: 0.00254429, loss: 11.84490013, lr: 0.00800000. 
epoch: 147, loss1: 0.74508125, loss2: 0.00000000, loss3: 10.44970131, loss4: 0.59728122, , loss5: 0.00253468, loss: 11.79459858, lr: 0.00800000. 
epoch: 148, loss1: 0.74268138, loss2: 0.00000000, loss3: 10.40214348, loss4: 0.59759027, , loss5: 0.00252488, loss: 11.74494076, lr: 0.00800000. 
epoch: 149, loss1: 0.74075842, loss2: 0.00000000, loss3: 10.35461998, loss4: 0.59804332, , loss5: 0.00251489, loss: 11.69593716, lr: 0.00800000. 
epoch: 150, loss1: 0.73930496, loss2: 0.00000000, loss3: 10.30714226, loss4: 0.59865165, , loss5: 0.00250472, loss: 11.64760303, lr: 0.00800000. 
epoch: 151, loss1: 0.73824352, loss2: 0.00000000, loss3: 10.25968647, loss4: 0.59952044, , loss5: 0.00249445, loss: 11.59994507, lr: 0.00800000. 
epoch: 152, loss1: 0.73745525, loss2: 0.00000000, loss3: 10.21220589, loss4: 0.60081178, , loss5: 0.00248415, loss: 11.55295753, lr: 0.00800000. 
epoch: 153, loss1: 0.73682493, loss2: 0.00000000, loss3: 10.16462994, loss4: 0.60269225, , loss5: 0.00247396, loss: 11.50662136, lr: 0.00800000. 
epoch: 154, loss1: 0.73627687, loss2: 0.00000000, loss3: 10.11688423, loss4: 0.60529637, , loss5: 0.00246401, loss: 11.46092129, lr: 0.00800000. 
epoch: 155, loss1: 0.73578423, loss2: 0.00000000, loss3: 10.06890392, loss4: 0.60871667, , loss5: 0.00245444, loss: 11.41586018, lr: 0.00800000. 
epoch: 156, loss1: 0.73535180, loss2: 0.00000000, loss3: 10.02063656, loss4: 0.61301851, , loss5: 0.00244541, loss: 11.37145233, lr: 0.00800000. 
epoch: 157, loss1: 0.73497844, loss2: 0.00000000, loss3: 9.97206783, loss4: 0.61826074, , loss5: 0.00243703, loss: 11.32774353, lr: 0.00800000. 
epoch: 158, loss1: 0.73461968, loss2: 0.00000000, loss3: 9.92323589, loss4: 0.62449360, , loss5: 0.00242942, loss: 11.28477859, lr: 0.00800000. 
epoch: 159, loss1: 0.73418254, loss2: 0.00000000, loss3: 9.87427330, loss4: 0.63170975, , loss5: 0.00242265, loss: 11.24258804, lr: 0.00800000. 
epoch: 160, loss1: 0.73356605, loss2: 0.00216206, loss3: 9.82541943, loss4: 0.63976133, , loss5: 0.00241676, loss: 11.20332527, lr: 0.00800000. 
epoch: 161, loss1: 0.72880071, loss2: 0.00000000, loss3: 9.78182316, loss4: 0.65009522, , loss5: 0.00241081, loss: 11.16312981, lr: 0.00800000. 
epoch: 162, loss1: 0.72802252, loss2: 0.00001610, loss3: 9.73827553, loss4: 0.65627819, , loss5: 0.00240632, loss: 11.12499905, lr: 0.00800000. 
epoch: 163, loss1: 0.72818261, loss2: 0.00000000, loss3: 9.69703293, loss4: 0.66004115, , loss5: 0.00240256, loss: 11.08765888, lr: 0.00800000. 
